frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
465,283,2242.295213503721 1136.1289510716908 3176.1353342323778 2149.662674133252,2612.287109375 2027.16943359375 2796.370849609375 2085.1484375,0.935261070728302,BG65USJ,0.678284175642824
466,283,2240.144284682604 1139.945337438921 3179.6250421211903 2151.0341700716463,2614.1668701171875 2034.3773193359375 2796.9202880859375 2092.635009765625,0,0,0
467,283,2237.993355861487 1143.7617238061507 3183.114750010003 2152.4056660100405,2616.046630859375 2041.585205078125 2797.4697265625 2100.12158203125,0.9278874397277832,BG65USJ,0.7610031423300451
473,287,2222.3674369229298 1181.101175474696 3195.0566754609977 2155.268413852706,2622.273681640625 2097.5302734375 2808.3408203125 2154.926513671875,0.923811674118042,BG65USJ,0.6771424754428698
755,308,786.9467941462825 1570.2446271775557 1528.6640567449767 2161.6822976569447,1052.792236328125 2037.647216796875 1240.392578125 2110.61474609375,0.2755492925643921,KH06KSU,0.581444775387507
756,308,783.972832183282 1575.8773065675962 1528.7569300519876 2162.7452687656746,1050.2213541666667 2046.7639973958333 1238.2386474609375 2119.4556477864585,0,0,0
757,308,780.9988702202814 1581.509985957637 1528.8498033589985 2163.8082398744045,1047.6504720052083 2055.8807779947915 1236.084716796875 2128.2965494791665,0,0,0
758,308,778.0249082572809 1587.1426653476774 1528.9426766660094 2164.8712109831345,1045.07958984375 2064.99755859375 1233.9307861328125 2137.137451171875,0.7797802686691284,KH06KSU,0.5977676823213732
531,313,2313.565508150177 1210.5578686288445 2875.8417104663454 1659.9233285011478,2523.382568359375 1533.387939453125 2661.16064453125 1580.489501953125,0.5129998326301575,EF10DZT,0.34810706531258595
532,313,2311.5390591520895 1212.4118255013857 2876.0425653633597 1664.3034843160665,2522.616455078125 1534.437255859375 2659.74951171875 1580.5594482421875,0.29467639327049255,EF10DZT,0.25829239931525816
533,313,2310.5776054299863 1215.9724374612522 2877.3005988513646 1669.4912849454383,2521.36474609375 1538.895751953125 2659.055908203125 1586.366943359375,0.4269876480102539,EF10DZT,0.66182536046437
534,313,2313.4862224157882 1219.4617894549324 2879.481081383401 1674.241186583363,2522.9879150390625 1542.6824951171875 2660.4730224609375 1590.1992797851562,0,0,0
535,313,2316.39483940159 1222.9511414486126 2881.6615639154375 1678.9910882212878,2524.611083984375 1546.46923828125 2661.89013671875 1594.0316162109375,0.759274423122406,EF10DZT,0.1458612432433122
536,313,2316.800452660742 1227.1542815624084 2880.2819611495097 1684.2294818114806,2525.1409912109375 1549.6590576171875 2664.4014892578125 1599.1614379882812,0,0,0
537,313,2317.2060659198933 1231.3574216762042 2878.9023583835824 1689.4678754016734,2525.6708984375 1552.848876953125 2666.912841796875 1604.291259765625,0.838969349861145,EF10DZT,0.40873406517350214
538,313,2317.8285021695997 1234.8691026950776 2880.1631249172538 1695.3368701173242,2526.4116482204863 1556.5314263237847 2668.3431532118057 1608.2780897352432,0,0,0
539,313,2318.4509384193066 1238.380783713951 2881.423891450925 1701.205864832975,2527.152398003472 1560.2139756944443 2669.7734646267363 1612.264919704861,0,0,0
540,313,2319.073374669013 1241.8924647328242 2882.6846579845965 1707.0748595486257,2527.8931477864585 1563.8965250651042 2671.2037760416665 1616.2517496744792,0,0,0
541,313,2319.69581091872 1245.4041457516976 2883.945424518268 1712.9438542642765,2528.6338975694443 1567.579074435764 2672.634087456597 1620.2385796440972,0,0,0
542,313,2320.3182471684263 1248.915826770571 2885.206191051939 1718.8128489799274,2529.3746473524307 1571.2616238064236 2674.064398871528 1624.2254096137153,0,0,0
543,313,2320.940683418133 1252.4275077894442 2886.4669575856105 1724.6818436955782,2530.1153971354165 1574.9441731770833 2675.4947102864585 1628.2122395833333,0,0,0
544,313,2321.5631196678396 1255.9391888083176 2887.727724119282 1730.5508384112288,2530.856146918403 1578.6267225477432 2676.9250217013887 1632.1990695529514,0,0,0
545,313,2322.1855559175465 1259.450869827191 2888.9884906529533 1736.4198331268797,2531.5968967013887 1582.3092719184028 2678.3553331163193 1636.1858995225693,0,0,0
546,313,2322.807992167253 1262.9625508460642 2890.2492571866246 1742.2888278425305,2532.337646484375 1585.9918212890625 2679.78564453125 1640.1727294921875,0.9183447360992432,EF10DZT,0.7744196529389702
547,313,2322.1933489651747 1265.3253731249847 2887.922386028803 1746.930009407151,2533.775390625 1591.3816528320312 2679.281494140625 1644.2224731445312,0,0,0
548,313,2321.578705763096 1267.6881954039054 2885.595514870982 1751.5711909717716,2535.213134765625 1596.771484375 2678.77734375 1648.272216796875,0.9160981178283691,EF10DZT,0.26112162346700446
549,313,2323.6640937629672 1267.0804344533806 2888.290027291887 1755.9637654468982,2537.696533203125 1599.83056640625 2681.840087890625 1652.2686767578125,0.9116389155387878,EF10DZT,0.3280347163443807
550,313,2325.434569874952 1270.8434225392484 2892.4276930718825 1761.6959866293496,2538.1729736328125 1604.3743286132812 2682.6265869140625 1655.6190795898438,0,0,0
551,313,2327.2050459869365 1274.6064106251163 2896.5653588518776 1767.428207811801,2538.6494140625 1608.9180908203125 2683.4130859375 1658.969482421875,0.9206204414367676,EF10DZT,0.56850526963111
552,313,2326.642015111275 1277.4557615183494 2897.5581689020364 1771.7341610564504,2537.703369140625 1613.12841796875 2683.1279296875 1662.6437377929688,0,0,0
553,313,2326.0789842356144 1280.3051124115825 2898.550978952195 1776.0401143010997,2536.75732421875 1617.3387451171875 2682.8427734375 1666.3179931640625,0.9195336699485779,EF10DZT,0.3010897664489806
554,313,2325.994310027588 1282.6318827292264 2899.355222829936 1780.9929933646242,2538.3802083333335 1621.276123046875 2684.98046875 1670.1424153645833,0,0,0
555,313,2325.9096358195625 1284.9586530468705 2900.159466707677 1785.945872428149,2540.0030924479165 1625.2135009765625 2687.1181640625 1673.9668375651042,0,0,0
556,313,2325.8249616115363 1287.2854233645144 2900.963710585418 1790.8987514916735,2541.6259765625 1629.15087890625 2689.255859375 1677.791259765625,0.914291501045227,EF10DZT,0.32871802272165795
557,313,2325.131405575293 1289.48124071015 2903.4390309267446 1795.2467166755064,2541.8024291992188 1633.23876953125 2690.8242797851562 1683.177001953125,0,0,0
558,313,2324.4378495390492 1291.6770580557854 2905.914351268071 1799.5946818593393,2541.9788818359375 1637.32666015625 2692.3927001953125 1688.562744140625,0,0,0
559,313,2323.744293502806 1293.872875401421 2908.389671609398 1803.9426470431722,2542.1553344726562 1641.41455078125 2693.9611206054688 1693.948486328125,0,0,0
560,313,2323.0507374665626 1296.0686927470565 2910.8649919507247 1808.290612227005,2542.331787109375 1645.50244140625 2695.529541015625 1699.334228515625,0.9275370240211487,EF10OZT,0.3453000774104259
561,313,2325.802838661603 1305.236357696945 2912.852118682203 1816.406517951119,2547.39013671875 1651.7735595703125 2696.48779296875 1701.932861328125,0.9286794066429138,EF10DZT,0.2627059427531193
562,313,2328.596255182069 1310.0576454602615 2917.710219530253 1821.0718801456987,2546.9298095703125 1655.57080078125 2696.3897705078125 1707.188232421875,0,0,0
563,313,2331.389671702535 1314.8789332235776 2922.5683203783033 1825.7372423402783,2546.469482421875 1659.3680419921875 2696.291748046875 1712.443603515625,0.9321434497833252,EF10DZT,0.26802979018789125
564,313,2331.5370130456463 1319.633435161455 2923.897491651345 1831.0046907078627,2547.62705078125 1664.6558959960937 2697.6078857421876 1717.4028442382812,0,0,0
565,313,2331.6843543887576 1324.3879370993327 2925.2266629243863 1836.2721390754468,2548.784619140625 1669.94375 2698.9240234375 1722.3620849609374,0,0,0
566,313,2331.831695731869 1329.1424390372101 2926.555834197428 1841.539587443031,2549.9421875 1675.2316040039063 2700.2401611328123 1727.3213256835938,0,0,0
567,313,2331.97903707498 1333.8969409750875 2927.8850054704694 1846.8070358106154,2551.099755859375 1680.5194580078125 2701.556298828125 1732.28056640625,0,0,0
568,313,2332.126378418091 1338.6514429129652 2929.2141767435114 1852.0744841781998,2552.25732421875 1685.8073120117188 2702.8724365234375 1737.2398071289062,0,0,0
569,313,2332.2737197612023 1343.4059448508426 2930.543348016553 1857.341932545784,2553.414892578125 1691.095166015625 2704.18857421875 1742.1990478515625,0,0,0
570,313,2332.4210611043136 1348.16044678872 2931.8725192895945 1862.609380913368,2554.5724609375 1696.3830200195312 2705.5047119140627 1747.1582885742187,0,0,0
571,313,2332.568402447425 1352.9149487265975 2933.201690562636 1867.8768292809525,2555.730029296875 1701.6708740234376 2706.820849609375 1752.117529296875,0,0,0
572,313,2332.715743790536 1357.669450664475 2934.5308618356776 1873.144277648537,2556.88759765625 1706.9587280273438 2708.1369873046874 1757.0767700195313,0,0,0
573,313,2332.8630851336475 1362.4239526023525 2935.860033108719 1878.411726016121,2558.045166015625 1712.24658203125 2709.453125 1762.0360107421875,0.9178094863891602,EF10DZT,0.18431499682321367
574,313,2332.0655950156374 1366.5035008813968 2937.3926891870587 1884.2699131350375,2558.7266357421877 1717.4502685546875 2711.1041015625 1767.4871215820312,0,0,0
575,313,2331.268104897628 1370.5830491604409 2938.9253452653984 1890.128100253954,2559.40810546875 1722.653955078125 2712.755078125 1772.938232421875,0,0,0
576,313,2330.470614779618 1374.6625974394851 2940.4580013437385 1895.9862873728705,2560.0895751953126 1727.8576416015626 2714.4060546875 1778.3893432617188,0,0,0
577,313,2329.673124661608 1378.7421457185294 2941.990657422078 1901.844474491787,2560.771044921875 1733.061328125 2716.05703125 1783.8404541015625,0,0,0
578,313,2328.875634543598 1382.8216939975737 2943.5233135004178 1907.7026616107032,2561.4525146484375 1738.2650146484375 2717.7080078125 1789.2915649414062,0,0,0
579,313,2328.078144425588 1386.9012422766177 2945.0559695787574 1913.5608487296197,2562.133984375 1743.468701171875 2719.358984375 1794.74267578125,0,0,0
580,313,2327.2806543075785 1390.980790555662 2946.588625657097 1919.4190358485362,2562.8154541015624 1748.6723876953124 2721.0099609375 1800.1937866210938,0,0,0
581,313,2326.4831641895685 1395.0603388347063 2948.121281735437 1925.2772229674526,2563.496923828125 1753.87607421875 2722.6609375 1805.6448974609375,0,0,0
582,313,2325.685674071559 1399.1398871137503 2949.653937813777 1931.1354100863691,2564.1783935546873 1759.0797607421875 2724.3119140625 1811.0960083007812,0,0,0
583,313,2324.888183953549 1403.2194353927946 2951.1865938921164 1936.9935972052856,2564.85986328125 1764.283447265625 2725.962890625 1816.547119140625,0.9349575042724609,EF10DZT,0.15177692011827335
584,313,2331.024248693677 1407.3076867937102 2957.5995019361326 1942.4084635555982,2567.926025390625 1773.4522705078125 2726.4736328125 1823.04736328125,0.905323326587677,EF10DZT,0.20801778435446522
585,313,2329.5375979658697 1412.8724981516252 2960.192033562539 1948.823203832104,2568.3206612723216 1779.1500941685267 2727.5790666852677 1829.243861607143,0,0,0
586,313,2328.0509472380627 1418.4373095095402 2962.784565188945 1955.2379441086096,2568.7152971540177 1784.8479178292412 2728.684500558036 1835.4403599330358,0,0,0
587,313,2326.5642965102556 1424.0021208674552 2965.3770968153517 1961.6526843851152,2569.109933035714 1790.5457414899554 2729.7899344308034 1841.6368582589287,0,0,0
588,313,2325.077645782448 1429.5669322253705 2967.9696284417582 1968.0674246616206,2569.504568917411 1796.2435651506696 2730.8953683035716 1847.8333565848213,0,0,0
589,313,2323.590995054641 1435.1317435832855 2970.5621600681648 1974.4821649381263,2569.8992047991073 1801.9413888113838 2732.000802176339 1854.0298549107142,0,0,0
590,313,2322.104344326834 1440.6965549412005 2973.154691694571 1980.896905214632,2570.2938406808034 1807.6392124720983 2733.1062360491073 1860.226353236607,0,0,0
591,313,2320.617693599027 1446.2613662991155 2975.7472233209774 1987.3116454911376,2570.6884765625 1813.3370361328125 2734.211669921875 1866.4228515625,0.9368762373924255,EF10DZT,0.4550797205874298
592,313,2323.925889068588 1450.7534811747796 2980.897337143405 1992.9978138691067,2571.5728759765625 1818.1049194335938 2735.9190673828125 1872.8869018554688,0,0,0
593,313,2327.234084538148 1455.245596050444 2986.047450965833 1998.6839822470756,2572.457275390625 1822.872802734375 2737.62646484375 1879.3509521484375,0.9266286492347717,EF10DZT,0.7562067343211749
594,313,2323.7302454423575 1460.0409739015063 2982.870850898485 2005.0883884277232,2575.141357421875 1828.6060791015625 2739.39013671875 1885.5297241210938,0,0,0
595,313,2320.226406346567 1464.8363517525688 2979.694250831137 2011.492794608371,2577.825439453125 1834.33935546875 2741.15380859375 1891.70849609375,0.9382298588752747,EF10DZT,0.4320255670641438
596,313,2314.2940255632266 1470.401943862596 2976.116189076679 2018.1627641461532,2582.112060546875 1843.775390625 2743.681396484375 1897.599609375,0.9304307103157043,EF10DZT,0.17938732245121322
597,313,2312.4878818933903 1474.9493670252568 2976.0764202853343 2024.4695017442987,2580.4417724609375 1848.1331787109375 2743.7801513671875 1903.5716552734375,0,0,0
598,313,2310.6817382235545 1479.4967901879174 2976.03665149399 2030.776239342444,2578.771484375 1852.490966796875 2743.87890625 1909.543701171875,0.9305638670921326,EF10DZT,0.5188915018901831
599,313,2310.8515080521533 1484.6105074442582 2977.3927813957675 2037.3765143676108,2582.10107421875 1860.8507080078125 2747.400390625 1916.401611328125,0.9388540387153625,EF10DZT,0.4063320116035117
600,313,2313.787413034995 1489.9460777298316 2983.032471292088 2044.5269074335995,2586.10595703125 1868.4876708984375 2751.2900390625 1925.697021484375,0.9301065802574158,EF10DZT,0.24212597027479255
601,313,2320.383930525046 1494.504067900287 2990.204559117574 2050.4657491618386,2583.775146484375 1871.797119140625 2752.476806640625 1929.74267578125,0.9368575811386108,EF10DZT,0.5049663499305825
602,313,2323.2042330331515 1500.8476594755925 2997.6072878502864 2058.3096516567757,2585.4482421875 1880.478515625 2751.552978515625 1938.18994140625,0.9411134123802185,EF10DZT,0.8113506372092967
603,313,2322.580370293637 1505.6577551140538 3000.831983266348 2065.5751864016706,2584.93798828125 1886.4449462890625 2753.1868896484375 1943.6673583984375,0,0,0
604,313,2321.9565075541223 1510.467850752515 3004.0566786824093 2072.8407211465656,2584.427734375 1892.411376953125 2754.82080078125 1949.144775390625,0.9355406761169434,EF10DZT,0.4624873528328362
605,313,2319.781375644684 1516.9058466227348 3006.23050517315 2081.0809346501387,2585.96728515625 1899.3909912109375 2756.1072998046875 1955.514892578125,0,0,0
606,313,2317.6062437352452 1523.3438424929543 3008.4043316638904 2089.321148153712,2587.5068359375 1906.37060546875 2757.393798828125 1961.885009765625,0.9406728148460388,EF10DZT,0.5017583050901839
607,313,2316.5159647555993 1528.010226190685 3010.6217072180534 2095.7291112112425,2587.7484130859375 1911.80517578125 2759.5675048828125 1970.330322265625,0,0,0
608,313,2315.4256857759538 1532.6766098884157 3012.839082772216 2102.1370742687736,2587.989990234375 1917.23974609375 2761.7412109375 1978.775634765625,0.935865581035614,EF10DZT,0.31179348149216723
609,313,2316.5257554502514 1538.347835519438 3017.0432508476106 2108.93547572491,2589.658203125 1923.4493408203125 2763.77734375 1984.0465087890625,0,0,0
610,313,2317.6258251245486 1544.01906115046 3021.2474189230056 2115.733877181046,2591.326416015625 1929.658935546875 2765.8134765625 1989.3173828125,0.9368802905082703,EF10DZT,0.293321614751931
611,313,2316.5319477792823 1549.8114297298132 3021.818169720779 2123.004985340874,2593.021337890625 1937.2475341796876 2768.0013671875 1997.12841796875,0,0,0
612,313,2315.438070434016 1555.6037983091665 3022.388920518553 2130.2760935007022,2594.716259765625 1944.8361328125 2770.1892578125 2004.939453125,0,0,0
613,313,2314.3441930887493 1561.3961668885195 3022.9596713163264 2137.547201660531,2596.411181640625 1952.4247314453125 2772.3771484375 2012.75048828125,0,0,0
614,313,2313.250315743483 1567.1885354678727 3023.5304221141 2144.818309820359,2598.106103515625 1960.013330078125 2774.5650390625 2020.5615234375,0,0,0
615,313,2312.156438398217 1572.980904047226 3024.1011729118736 2152.089417980187,2599.801025390625 1967.6019287109375 2776.7529296875 2028.37255859375,0.9407254457473755,EF10DZT,0.3799288446694865
616,313,2313.037068968191 1577.7944475627614 3027.040527775282 2155.164412165234,2601.1736653645835 1974.5999348958333 2777.7288411458335 2035.0865885416667,0,0,0
617,313,2313.9176995381645 1582.6079910782967 3029.97988263869 2158.23940635028,2602.5463053385415 1981.5979410807292 2778.7047526041665 2041.8006184895833,0,0,0
618,313,2314.7983301081385 1587.4215345938321 3032.9192375020984 2161.314400535327,2603.9189453125 1988.595947265625 2779.6806640625 2048.5146484375,0.9355983138084412,EF10DZT,0.37183119215618216
619,313,2314.1062254355747 1592.3071645814782 3033.3718573907818 2162.724964429227,2603.676025390625 1992.1380615234375 2780.495361328125 2053.06689453125,0.9356812834739685,EF10DZT,0.5628753936558556
620,313,2314.138376982797 1596.932547903834 3035.277098753562 2163.5572194560973,2605.8721923828125 2001.8768920898438 2783.9105224609375 2062.7001953125,0,0,0
621,313,2314.1705285300195 1601.5579312261893 3037.182340116342 2164.389474482967,2608.068359375 2011.61572265625 2787.32568359375 2072.33349609375,0.9220114946365356,EF10DZT,0.16418550758909775
622,313,2314.7006472198227 1607.5420370438958 3041.139117118118 2164.300997589055,2609.0422092013887 2019.1791449652778 2789.000244140625 2080.1708984375,0,0,0
623,313,2315.2307659096264 1613.5261428616025 3045.095894119894 2164.2125206951428,2610.016059027778 2026.7425672743057 2790.6748046875 2088.00830078125,0,0,0
624,313,2315.7608845994296 1619.510248679309 3049.0526711216703 2164.1240438012305,2610.9899088541665 2034.3059895833333 2792.349365234375 2095.845703125,0,0,0
625,313,2316.291003289233 1625.4943544970154 3053.0094481234464 2164.0355669073183,2611.9637586805557 2041.869411892361 2794.02392578125 2103.68310546875,0,0,0
626,313,2316.8211219790364 1631.478460314722 3056.9662251252225 2163.9470900134056,2612.9376085069443 2049.4328342013887 2795.698486328125 2111.5205078125,0,0,0
627,313,2317.3512406688396 1637.4625661324285 3060.9230021269987 2163.8586131194934,2613.9114583333335 2056.9962565104165 2797.373046875 2119.35791015625,0,0,0
628,313,2317.881359358643 1643.446671950135 3064.8797791287748 2163.770136225581,2614.885308159722 2064.5596788194443 2799.047607421875 2127.1953125,0,0,0
629,313,2318.4114780484465 1649.4307777678416 3068.836556130551 2163.681659331669,2615.8591579861113 2072.123101128472 2800.72216796875 2135.03271484375,0,0,0
630,313,2318.9415967382497 1655.414883585548 3072.793333132327 2163.5931824377567,2616.8330078125 2079.6865234375 2802.396728515625 2142.8701171875,0.9292742609977722,EF10DZT,0.6669899871156115
631,313,2318.6793208239724 1661.8051510440841 3076.798021307291 2164.059414621193,2618.0860595703125 2087.4864501953125 2803.519775390625 2149.3648681640625,0,0,0
632,313,2318.417044909695 1668.1954185026204 3080.802709482255 2164.525646804629,2619.339111328125 2095.286376953125 2804.642822265625 2155.859619140625,0.911066472530365,EF10DZT,0.604293235012043
693,348,2272.2336999464096 1085.946022340859 2725.131772500359 1492.27207369115,2434.345458984375 1351.4876708984375 2565.928955078125 1400.977294921875,0.39655324816703796,GJ06EPD,0.28768231307422626
694,348,2272.4083717726285 1086.4000579057813 2727.2197680802133 1493.6933655240025,2438.35595703125 1353.4404296875 2567.091064453125 1401.873291015625,0.6435016989707947,GJ06EPO,0.0901830014090968
695,348,2271.7695494951427 1088.2437857443265 2727.9121192111647 1496.9228116724798,2437.4422607421875 1355.939208984375 2566.5845947265625 1404.4234008789062,0,0,0
696,348,2271.130727217657 1090.087513582872 2728.604470342116 1500.152257820957,2436.528564453125 1358.43798828125 2566.078125 1406.9735107421875,0.2569718062877655,CJ06EPD,0.277745090463132
697,348,2271.1012791559874 1091.8014026447206 2729.9068062295887 1503.4674769984265,2434.1533203125 1360.82861328125 2564.544677734375 1410.438232421875,0.2561470568180084,GJ06EPC,0.23184978944409368
698,348,2271.5709349344165 1094.2579141406595 2731.40481711303 1507.1571302270856,2435.405362215909 1364.2986838600852 2566.180109197443 1413.9621693004262,0,0,0
699,348,2272.040590712846 1096.7144256365984 2732.9028279964705 1510.8467834557448,2436.657404119318 1367.7687544389205 2567.8155406605115 1417.4861061789773,0,0,0
700,348,2272.510246491275 1099.1709371325373 2734.4008388799116 1514.536436684404,2437.9094460227275 1371.2388250177557 2569.4509721235795 1421.0100430575285,0,0,0
701,348,2272.9799022697043 1101.6274486284763 2735.8988497633522 1518.226089913063,2439.1614879261365 1374.708895596591 2571.0864035866475 1424.5339799360795,0,0,0
702,348,2273.449558048134 1104.0839601244152 2737.3968606467934 1521.9157431417223,2440.4135298295455 1378.1789661754262 2572.721835049716 1428.0579168146307,0,0,0
703,348,2273.919213826563 1106.540471620354 2738.894871530234 1525.6053963703812,2441.6655717329545 1381.6490367542613 2574.357266512784 1431.5818536931818,0,0,0
704,348,2274.3888696049926 1108.996983116293 2740.392882413675 1529.2950495990403,2442.9176136363635 1385.1191073330965 2575.9926979758525 1435.105790571733,0,0,0
705,348,2274.8585253834217 1111.453494612232 2741.890893297116 1532.9847028276995,2444.1696555397725 1388.5891779119318 2577.6281294389205 1438.629727450284,0,0,0
706,348,2275.328181161851 1113.9100061081708 2743.388904180557 1536.6743560563586,2445.421697443182 1392.059248490767 2579.2635609019885 1442.1536643288352,0,0,0
707,348,2275.7978369402804 1116.3665176041097 2744.8869150639975 1540.3640092850178,2446.673739346591 1395.5293190696023 2580.898992365057 1445.6776012073863,0,0,0
708,348,2276.2674927187095 1118.8230291000486 2746.3849259474387 1544.053662513677,2447.92578125 1398.9993896484375 2582.534423828125 1449.2015380859375,0.6180500388145447,GJ06EPD,0.22311917731902492
709,348,2277.3995549777105 1120.216737047674 2748.950783962399 1547.0853154438346,2449.45361328125 1400.5001220703125 2583.22802734375 1449.01513671875,0.7363395094871521,DJ06EPD,0.321108784167535
710,348,2279.1981359347083 1123.1268189868124 2753.4298997027936 1551.7330269508293,2444.10986328125 1404.6552734375 2584.537109375 1456.7578125,0.6695650815963745,GJ06EPD,0.3189165229913932
711,348,2279.095134812053 1125.3329765151502 2755.434209442174 1555.1380132013542,2446.6078491210938 1407.921630859375 2585.8526000976562 1459.6754150390625,0,0,0
712,348,2278.9921336893976 1127.539134043488 2757.4385191815545 1558.542999451879,2449.1058349609375 1411.18798828125 2587.1680908203125 1462.593017578125,0,0,0
713,348,2278.8891325667423 1129.7452915718256 2759.442828920935 1561.9479857024041,2451.6038208007812 1414.454345703125 2588.4835815429688 1465.5106201171875,0,0,0
714,348,2278.786131444087 1131.9514491001635 2761.4471386603154 1565.352971952929,2454.101806640625 1417.720703125 2589.799072265625 1468.42822265625,0.7962526679039001,OJ06EPD,0.17255390194625983
715,348,2279.3834565268967 1134.7388606845507 2763.867057875919 1568.889492171647,2454.993123372396 1422.0347900390625 2591.4095052083335 1472.4460042317708,0,0,0
716,348,2279.980781609707 1137.5262722689379 2766.2869770915217 1572.426012390365,2455.8844401041665 1426.348876953125 2593.0199381510415 1476.4637858072917,0,0,0
717,348,2280.5781066925165 1140.313683853325 2768.706896307125 1575.9625326090832,2456.7757568359375 1430.6629638671875 2594.63037109375 1480.4815673828125,0,0,0
718,348,2281.175431775326 1143.1010954377125 2771.1268155227285 1579.499052827801,2457.6670735677085 1434.97705078125 2596.2408040364585 1484.4993489583333,0,0,0
719,348,2281.7727568581363 1145.8885070220997 2773.5467347383315 1583.035573046519,2458.558390299479 1439.2911376953125 2597.8512369791665 1488.5171305338542,0,0,0
720,348,2282.370081940946 1148.675918606487 2775.966653953935 1586.572093265237,2459.44970703125 1443.605224609375 2599.461669921875 1492.534912109375,0.5195468068122864,GJ06EPO,0.22703173197140047
721,348,2281.2729830870385 1151.8637281245494 2775.3508031039946 1591.17637014969,2458.30224609375 1442.265625 2599.42626953125 1494.261962890625,0.8579838275909424,GJ06EPD,0.29938883806910965
722,348,2281.5137051573784 1154.7670852914098 2777.7615310448077 1595.3551989462662,2459.40771484375 1445.5990804036458 2601.994384765625 1497.9159342447917,0,0,0
723,348,2281.754427227718 1157.67044245827 2780.1722589856204 1599.5340277428422,2460.51318359375 1448.9325358072917 2604.5625 1501.5699055989583,0,0,0
724,348,2281.995149298058 1160.5737996251303 2782.5829869264335 1603.7128565394185,2461.61865234375 1452.2659912109375 2607.130615234375 1505.223876953125,0.8326831459999084,GJ06EPD,0.15767068487433683
725,348,2282.3200901023783 1162.7496351633451 2785.6037997457597 1607.533048690617,2466.5654296875 1458.6806640625 2608.774169921875 1508.703369140625,0.7676331996917725,GJ06EPD,0.49825308225422066
726,348,2281.4442138838876 1166.4960769382012 2785.2453079027227 1612.0597373556855,2467.7490234375 1462.83642578125 2609.25537109375 1515.4486083984375,0.5840293169021606,GJ06EPD,0.3570806852145224
727,348,2281.351676627827 1169.2054145410195 2787.4266220327813 1616.3486884852327,2468.8703002929688 1466.1865844726562 2610.9337768554688 1518.7679138183594,0,0,0
728,348,2281.2591393717667 1171.9147521438376 2789.60793616284 1620.6376396147798,2469.9915771484375 1469.5367431640625 2612.6121826171875 1522.0872192382812,0,0,0
729,348,2281.1666021157057 1174.624089746656 2791.789250292898 1624.926590744327,2471.1128540039062 1472.8869018554688 2614.2905883789062 1525.4065246582031,0,0,0
730,348,2281.074064859645 1177.3334273494743 2793.9705644229566 1629.2155418738744,2472.234130859375 1476.237060546875 2615.968994140625 1528.725830078125,0.6794330477714539,DJ06EPD,0.33293123974373734
731,348,2283.0849026254787 1179.3488337064662 2800.63761374909 1633.0342392407576,2474.08203125 1482.8388671875 2612.10595703125 1531.404052734375,0.3716086149215698,GJ06EPO,0.29690934060687163
732,348,2281.5619437904247 1180.9932455123608 2798.7504038805196 1637.1457543757597,2473.627197265625 1487.8927001953125 2617.68115234375 1540.1171875,0.42859724164009094,GJ06EPO,0.21442166446526395
733,348,2281.865220466782 1183.738548110527 2799.843695407149 1641.9192021196436,2475.1778564453125 1490.5793762207031 2619.0851440429688 1542.9114379882812,0,0,0
734,348,2282.1684971431387 1186.4838507086934 2800.936986933779 1646.6926498635273,2476.728515625 1493.2660522460938 2620.4891357421875 1545.7056884765625,0,0,0
735,348,2282.471773819496 1189.2291533068596 2802.030278460408 1651.466097607411,2478.2791748046875 1495.9527282714844 2621.8931274414062 1548.4999389648438,0,0,0
736,348,2282.775050495853 1191.974455905026 2803.1235699870376 1656.239545351295,2479.829833984375 1498.639404296875 2623.297119140625 1551.294189453125,0.8630335330963135,GJ06EPD,0.2560826791039462
737,348,2284.257308363624 1194.7156835508347 2805.214647177447 1659.126929975345,2477.771240234375 1502.6026611328125 2629.27392578125 1554.807861328125,0.8880601525306702,GJ06EPD,0.23515996234727832
738,348,2284.920807467857 1197.8916739863746 2807.1948001582055 1662.9458041935366,2480.571533203125 1507.2734375 2630.5111490885415 1559.6563313802083,0,0,0
739,348,2285.58430657209 1201.0676644219143 2809.1749531389632 1666.7646784117278,2483.371826171875 1511.9442138671875 2631.7483723958335 1564.5048014322917,0,0,0
740,348,2286.247805676323 1204.2436548574542 2811.1551061197215 1670.5835526299193,2486.172119140625 1516.614990234375 2632.985595703125 1569.353271484375,0.9130743145942688,GJ06EPD,0.33857002494767235
741,348,2283.9845099414333 1208.4079025744409 2811.710612998918 1676.1206620805497,2483.8046875 1520.82373046875 2631.932861328125 1572.8232421875,0.9162424206733704,OJ06EPD,0.5611231905633273
742,348,2281.613079888391 1211.8263487460813 2811.2626407189596 1680.6987819201768,2484.56494140625 1523.501953125 2631.56396484375 1573.531982421875,0.9160529375076294,GJ06EPD,0.5990879821679808
743,348,2284.1503863947214 1215.7256221139073 2816.39381420773 1685.1243702638053,2485.9765625 1527.663818359375 2633.94482421875 1578.931396484375,0.9155933856964111,OJ06EPD,0.406459457193954
744,348,2286.691680795964 1218.9108507377052 2822.4061511578193 1689.7523643238171,2486.861572265625 1532.2730712890625 2635.60595703125 1584.2845458984375,0.4097558259963989,OJ06EPD,0.22557891836272576
745,348,2286.668248883994 1221.8721205485992 2826.662995996377 1693.2599256613423,2489.088134765625 1535.8121337890625 2639.44091796875 1590.6514892578125,0.8541539907455444,GJ06EPD,0.17294858052433257
